SortOrder,Tblname,AttributeLabel,AttributeDescription,AttributeUnit
670,QAQC_Values,Na_pct_AR,"Sodium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
671,QAQC_Values,S_pct_AR,"Sulfur, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
672,QAQC_Values,Ti_pct_AR,"Titanium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
673,QAQC_Values,Ag_ppm_AR,"Silver, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
674,QAQC_Values,As_ppm_AR,"Arsenic, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
675,QAQC_Values,Au_ppm_AR,"Gold, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
676,QAQC_Values,B_ppm_AR,"Boron, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
677,QAQC_Values,Ba_ppm_AR,"Barium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
678,QAQC_Values,Be_ppm_AR,"Beryllium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
679,QAQC_Values,Bi_ppm_AR,"Bismuth, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
680,QAQC_Values,Cd_ppm_AR,"Cadmium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
681,QAQC_Values,Ce_ppm_AR,"Cerium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
682,QAQC_Values,Co_ppm_AR,"Cobalt, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
683,QAQC_Values,Cr_ppm_AR,"Chromium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
684,QAQC_Values,Cs_ppm_AR,"Cesium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
685,QAQC_Values,Cu_ppm_AR,"Copper, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
686,QAQC_Values,Ga_ppm_AR,"Gallium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
687,QAQC_Values,Ge_ppm_AR,"Germanium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
688,QAQC_Values,Hf_ppm_AR,"Hafnium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
689,QAQC_Values,Hg_ppm_AR,"Mercury, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
690,QAQC_Values,In_ppm_AR,"Indium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
691,QAQC_Values,La_ppm_AR,"Lanthanum, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
692,QAQC_Values,Li_ppm_AR,"Lithium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
693,QAQC_Values,Mn_ppm_AR,"Manganese, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
694,QAQC_Values,Mo_ppm_AR,"Molybdenum, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
695,QAQC_Values,Nb_ppm_AR,"Niobium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
696,QAQC_Values,Ni_ppm_AR,"Nickel, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
697,QAQC_Values,P_ppm_AR,"Phosphorus, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
698,QAQC_Values,Pb_ppm_AR,"Lead, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
699,QAQC_Values,Rb_ppm_AR,"Rubidium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
700,QAQC_Values,Re_ppm_AR,"Rhenium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
